Protein,AUC
515_tr|H7C7G3|H7C7G3_BURPS,0.5543478260869565
516_tr|H7C7G3|H7C7G3_BURPS,0.6413043478260869
517_sp|Q63K35|BIPC_BURPS,0.93734335839599
518_sp|P04958|TETX_CLOTE,0.9799227799227799
519_sp|Q04609|FOLH1_HUMAN,0.9850340136054422
51_sp|Q9QZS0|CO4A3_MOUSE,0.8993329290479078
520_sp|P49278|ALL2_DERPT,1.0
521_sp|Q9WMB5|NCAP_MEASC,0.6058823529411765
522_sp|P10230|TEG1_HHV11,0.34566145092460887
523_tr|Q2V3L5|Q2V3L5_ARATH,0.43846153846153846
524_sp|Q8GZP6|ANAO2_ANAOC,0.9565217391304348
525_tr|F7JR25|F7JR25_9FIRM,0.7769516728624535
526_sp|P0DTC2|SPIKE_SARS2,0.9616613418530351
527_sp|P32926|DSG3_HUMAN,0.6883910386965377
528_sp|P01308|INS_HUMAN,0.9693877551020408
529_sp|Q63K41|BOPE_BURPS,0.9585062240663901
52_sp|Q9QZS0|CO4A3_MOUSE,0.9721043056397817
530_sp|P02686|MBP_HUMAN,0.9619377162629758
531_sp|Q63KH5|CIF_BURPS,0.8051948051948052
532_sp|P0DTC2|SPIKE_SARS2,0.9624900239425379
533_sp|P04015|VE2_HPV11,0.7094017094017093
534_sp|P04015|VE2_HPV11,0.98005698005698
535_sp|P13423|PAG_BACAN,0.892328398384926
536_sp|O84591|ENO_CHLTR,0.7878048780487805
537_tr|H3BM21|H3BM21_HUMAN,0.9284785435630689
538_tr|A0A7I2PJZ2|A0A7I2PJZ2_HUMAN,0.8604651162790697
539_sp|P0DTD1|R1AB_SARS2,0.9954808642847056
53_sp|P08134|RHOC_HUMAN,0.8932584269662921
540_sp|P0C767|HBEAG_HBVCJ,0.8883248730964467
541_sp|P0DTC2|SPIKE_SARS2,0.8172386272944931
542_sp|Q9Q6P4|POLG_WNV9,0.9440702781844802
543_sp|P00451|FA8_HUMAN,0.9935787671232876
544_sp|P09259|GE_VZVD,0.8273026315789473
545_sp|P09259|GE_VZVD,0.9292763157894737
546_tr|T1UD71|T1UD71_9MONO,0.9467455621301775
547_tr|J3QL64|J3QL64_HUMAN,0.7971014492753623
548_sp|P09259|GE_VZVD,0.9917763157894737
549_sp|P09259|GE_VZVD,0.9144736842105263
54_sp|P08134|RHOC_HUMAN,0.9710982658959537
550_sp|P09259|GE_VZVD,0.19736842105263153
551_sp|O75508|CLD11_HUMAN,0.9090909090909091
552_sp|P02749|APOH_HUMAN,0.9637462235649547
553_sp|P9WNK5|ESXB_MYCTU,0.9647058823529412
554_tr|O82580|O82580_ARAHY,0.8638211382113821
555_sp|P32926|DSG3_HUMAN,0.7759674134419552
556_tr|J3QL64|J3QL64_HUMAN,0.9855072463768116
557_tr|J3QL64|J3QL64_HUMAN,0.9710144927536232
558_sp|Q3Y8M6|TPM_PENAT,0.9776951672862454
559_sp|P43238|ALL12_ARAHY,0.9410801963993454
55_sp|P04958|TETX_CLOTE,0.8432432432432433
560_sp|P17763|POLG_DEN1W,0.5614450695883921
561_sp|P43238|ALL12_ARAHY,0.9455445544554455
562_sp|P08622|DNAJ_ECOLI,0.6094182825484764
563_sp|Q3Y8M6|TPM_PENAT,0.483271375464684
564_sp|P0DTC2|SPIKE_SARS2,0.9609250398724083
565_sp|Q3Y8M6|TPM_PENAT,0.6505576208178439
566_sp|P16519|NEC2_HUMAN,0.9486356340288925
567_sp|P9WQP3|A85A_MYCTU,0.9907120743034056
568_tr|A0A140H1H1|A0A140H1H1_CVHK1,0.8338323353293413
569_tr|A0A504XQX2|A0A504XQX2_LEIDO,0.6245733788395904
56_sp|P08176|PEPT1_DERPT,1.0
570_sp|P09255|ICP22_VZVD,0.9923954372623575
571_sp|P00451|FA8_HUMAN,0.9392902949978623
572_tr|Q63JW5|Q63JW5_BURPS,0.9320388349514563
573_tr|Q63JW5|Q63JW5_BURPS,0.5558252427184466
574_tr|J3QL64|J3QL64_HUMAN,0.21014492753623193
575_sp|P43238|ALL12_ARAHY,0.9900990099009901
576_sp|P43238|ALL12_ARAHY,0.9752475247524752
577_sp|Q8DNS0|STKP_STRR6,1.0
578_sp|P03129|VE7_HPV16,0.47435897435897434
579_sp|P20979|MCEL_VACCC,0.991494532199271
57_sp|P05106|ITB3_HUMAN,0.9832474226804123
580_sp|P01325|INS1_MOUSE,0.6923076923076923
581_sp|P17763|POLG_DEN1W,0.9816405093278058
582_sp|P0DTC2|SPIKE_SARS2,0.8850758180367119
583_sp|P04958|TETX_CLOTE,0.9500384319754035
584_sp|P04958|TETX_CLOTE,0.9838585703305149
585_sp|P04958|TETX_CLOTE,0.8946153846153846
586_sp|P04958|TETX_CLOTE,0.9376923076923077
587_sp|Q13018|PLA2R_HUMAN,0.2626472626472627
588_sp|Q13018|PLA2R_HUMAN,0.3645183645183645
589_sp|Q13018|PLA2R_HUMAN,0.5530145530145529
58_sp|Q3Y8M6|TPM_PENAT,0.9739776951672863
590_sp|Q13018|PLA2R_HUMAN,0.2148302148302148
591_sp|P0DTD1|R1AB_SARS2,0.9837593560231606
592_tr|H7C7G3|H7C7G3_BURPS,0.9483695652173914
593_tr|Q63JW5|Q63JW5_BURPS,0.8713592233009708
594_sp|P22626|ROA2_HUMAN,0.8035714285714286
595_sp|P0DTC2|SPIKE_SARS2,0.692368839427663
596_sp|P0DTC2|SPIKE_SARS2,0.9689984101748808
597_sp|P0DTC2|SPIKE_SARS2,0.9912559618441972
598_sp|P0DTC2|SPIKE_SARS2,0.8958664546899842
599_sp|P08176|PEPT1_DERPT,0.7081967213114755
59_sp|Q3Y8M6|TPM_PENAT,0.966542750929368
5_sp|P0DTC6|NS6_SARS2,0.7608695652173914
600_tr|Q63MW8|Q63MW8_BURPS,0.7205542725173211
601_sp|P03349|GAG_HV1A2,0.9856850715746421
602_sp|P01308|INS_HUMAN,0.26595744680851063
603_sp|P03381|ENV_HTL1A,0.6701902748414377
604_tr|A5K3N8|A5K3N8_PLAVS,0.9456124314442413
605_sp|Q3Y8M6|TPM_PENAT,0.7434944237918215
606_tr|A0A3B3IU09|A0A3B3IU09_HUMAN,0.9477124183006536
607_sp|Q9Q6P4|POLG_WNV9,0.9938524590163934
608_sp|Q09013|DMPK_HUMAN,0.9441707717569786
609_sp|P13423|PAG_BACAN,0.7473262032085561
60_sp|P0DTC2|SPIKE_SARS2,0.5762170790103751
610_sp|P09259|GE_VZVD,0.7483552631578947
611_sp|Q9Y5K2|KLK4_HUMAN,0.899581589958159
612_sp|P59594|SPIKE_SARS,0.9694041867954911
613_sp|P17763|POLG_DEN1W,0.9997038791827065
614_sp|Q6PSU2|CONG7_ARAHY,0.8355263157894737
615_sp|P01308|INS_HUMAN,0.8617021276595744
616_tr|A0A3B3IU09|A0A3B3IU09_HUMAN,0.8823529411764706
617_sp|K9N5Q8|SPIKE_MERS1,0.9507462686567164
618_tr|A0A0P0G321|A0A0P0G321_CVHNL,0.9717051377513031
619_tr|F1DB20|F1DB20_9ALPC,0.9947877885331348
61_sp|P03129|VE7_HPV16,0.9487179487179487
620_sp|P0DTC2|SPIKE_SARS2,0.9952380952380953
621_sp|P0DTC2|SPIKE_SARS2,0.9833068362480127
622_sp|P36222|CH3L1_HUMAN,0.9972972972972973
623_sp|Q63KH5|CIF_BURPS,0.8214285714285714
624_sp|Q9NQR9|G6PC2_HUMAN,0.9707602339181287
625_sp|Q63KH5|CIF_BURPS,0.961038961038961
626_sp|Q9Q6P4|POLG_WNV9,0.16095990635059998
627_sp|Q13018|PLA2R_HUMAN,0.4123354123354124
628_sp|Q13018|PLA2R_HUMAN,0.2661122661122661
629_sp|Q13018|PLA2R_HUMAN,0.2993762993762994
62_tr|A0A3B3IU09|A0A3B3IU09_HUMAN,0.5635964912280702
630_sp|Q13018|PLA2R_HUMAN,0.525987525987526
631_sp|Q63WH0|ISPH1_BURPS,0.9281045751633987
632_sp|P0DTC2|SPIKE_SARS2,0.7225755166931638
633_sp|P0DTC2|SPIKE_SARS2,0.6995230524642289
634_sp|P0DTC2|SPIKE_SARS2,0.7297297297297297
635_sp|P0DTC2|SPIKE_SARS2,0.5779014308426074
636_sp|P0DTC2|SPIKE_SARS2,0.9030206677265501
637_sp|P00451|FA8_HUMAN,0.7945087945087945
638_sp|P14946|MPAL1_LOLPR,0.9382716049382716
639_sp|P14679|TYRO_HUMAN,0.6809338521400778
63_sp|P17763|POLG_DEN1W,0.9875629256736749
640_sp|P0DTC2|SPIKE_SARS2,0.9228934817170111
641_sp|P0DTC2|SPIKE_SARS2,0.8275039745627981
642_sp|P0DTC2|SPIKE_SARS2,0.9030206677265501
643_sp|P0DTC2|SPIKE_SARS2,0.9498806682577565
644_sp|O15523|DDX3Y_HUMAN,0.881619937694704
645_sp|Q9QZS0|CO4A3_MOUSE,0.9769557307459066
646_sp|Q9QZS0|CO4A3_MOUSE,0.9102486355366889
647_tr|J3QL64|J3QL64_HUMAN,0.21985815602836878
648_sp|P09259|GE_VZVD,0.9259868421052632
649_sp|P09259|GE_VZVD,0.9111842105263158
64_sp|P17763|POLG_DEN1W,0.9804560260586319
650_sp|P09259|GE_VZVD,0.899671052631579
651_sp|P17763|POLG_DEN1W,0.9857862007699141
652_sp|P14679|TYRO_HUMAN,0.35214007782101164
653_sp|P0DTC2|SPIKE_SARS2,0.9769108280254777
654_tr|I3L170|I3L170_HUMAN,0.9723076923076923
655_sp|P04114|APOB_HUMAN,0.9676781002638523
656_tr|J3QL64|J3QL64_HUMAN,0.05797101449275366
657_sp|P01308|INS_HUMAN,0.6836734693877551
658_tr|Q63RZ9|Q63RZ9_BURPS,0.9607843137254902
659_sp|P13423|PAG_BACAN,0.925531914893617
65_sp|P09255|ICP22_VZVD,0.8566037735849057
660_sp|P69996|URE1_HELPY,0.9855595667870036
661_tr|A0A504Y111|A0A504Y111_LEIDO,0.669694217378141
662_sp|Q61733|RT31_MOUSE,0.967391304347826
663_sp|P0DTC2|SPIKE_SARS2,0.8890662410215483
664_sp|P17763|POLG_DEN1W,0.9407758365413088
665_sp|P32926|DSG3_HUMAN,1.0
666_sp|Q7K740|CSP_PLAF7,0.870712401055409
667_sp|Q7K740|CSP_PLAF7,0.8865435356200527
668_sp|Q7K740|CSP_PLAF7,0.9498680738786279
669_sp|Q7K740|CSP_PLAF7,0.8575197889182058
66_sp|Q01955|CO4A3_HUMAN,0.963030303030303
670_sp|Q7K740|CSP_PLAF7,0.8258575197889182
671_sp|P0DTC2|SPIKE_SARS2,0.6740858505564388
672_tr|A0A7I2PJZ2|A0A7I2PJZ2_HUMAN,0.966952264381885
673_sp|P59594|SPIKE_SARS,0.9887096774193549
674_sp|P00451|FA8_HUMAN,0.9854638734501924
675_sp|P00451|FA8_HUMAN,0.9961389961389961
676_sp|P14679|TYRO_HUMAN,0.45736434108527135
677_sp|P43238|ALL12_ARAHY,0.8085106382978724
678_tr|Q63JW5|Q63JW5_BURPS,0.6092233009708738
679_tr|Q63JW5|Q63JW5_BURPS,0.7427184466019418
67_sp|P15309|PPAP_HUMAN,0.9380053908355795
680_sp|Q13018|PLA2R_HUMAN,0.1688490696071675
681_sp|Q13018|PLA2R_HUMAN,0.4128187456926258
682_sp|Q13018|PLA2R_HUMAN,0.5423845623707788
683_sp|Q13018|PLA2R_HUMAN,0.36802205375603037
684_sp|P0DTC9|NCAP_SARS2,0.9047619047619048
685_sp|P09259|GE_VZVD,0.8207236842105263
686_sp|P09259|GE_VZVD,0.899671052631579
687_sp|P09259|GE_VZVD,0.8404605263157895
688_sp|P09259|GE_VZVD,0.7763157894736842
689_sp|P09259|GE_VZVD,0.8355263157894737
68_sp|Q9QZS0|CO4A3_MOUSE,0.929047907822923
690_sp|P17763|POLG_DEN1W,0.9985193959135327
691_tr|Q63MW8|Q63MW8_BURPS,0.8983833718244804
692_sp|P15502|ELN_HUMAN,0.22438391699092086
693_sp|P22090|RS4Y1_HUMAN,0.8508064516129032
694_sp|P17763|POLG_DEN1W,0.9991116375481196
695_tr|A0A7I2PJZ2|A0A7I2PJZ2_HUMAN,0.23500611995104037
696_sp|P15309|PPAP_HUMAN,0.9262295081967213
697_sp|P07288|KLK3_HUMAN,0.7732793522267206
698_sp|P23515|OMGP_HUMAN,0.4188235294117647
699_sp|P15494|BEV1A_BETPN,0.9864864864864865
69_sp|P15309|PPAP_HUMAN,0.9272237196765498
6_sp|Q9Q6P4|POLG_WNV9,0.9970717423133235
700_sp|P0DTC2|SPIKE_SARS2,0.9992019154030327
701_tr|Q63JW5|Q63JW5_BURPS,0.7402912621359223
702_sp|P18632|PLY1_CRYJA,0.9779005524861879
703_sp|P0DTC2|SPIKE_SARS2,0.9443561208267091
704_tr|Q63JW5|Q63JW5_BURPS,0.7548543689320388
705_sp|P10230|TEG1_HHV11,0.9943100995732574
706_sp|Q13018|PLA2R_HUMAN,0.7227997227997228
707_sp|Q13018|PLA2R_HUMAN,0.8558558558558559
708_sp|Q13018|PLA2R_HUMAN,0.413028413028413
709_sp|P0DTC2|SPIKE_SARS2,0.9777424483306836
70_sp|P59594|SPIKE_SARS,0.962157809983897
710_sp|P0DTC2|SPIKE_SARS2,0.8243243243243243
711_sp|P0DTC2|SPIKE_SARS2,0.8545310015898251
712_sp|P0DTC2|SPIKE_SARS2,0.8966613672496025
713_sp|P0DTC2|SPIKE_SARS2,0.9753577106518283
714_sp|P0DTC2|SPIKE_SARS2,0.8736089030206677
715_sp|P0DTC2|SPIKE_SARS2,0.9928457869634341
716_sp|P0DTC2|SPIKE_SARS2,0.9992050874403816
717_sp|P0DTC2|SPIKE_SARS2,0.958664546899841
718_sp|P0DTC2|SPIKE_SARS2,0.9372019077901431
719_sp|P0DTC2|SPIKE_SARS2,0.9712689545091779
71_sp|P0DTC2|SPIKE_SARS2,0.9429024583663759
720_tr|A0A7I2PJZ2|A0A7I2PJZ2_HUMAN,0.5593635250917992
721_sp|P10230|TEG1_HHV11,0.635846372688478
722_sp|Q63K41|BOPE_BURPS,0.970954356846473
723_sp|P06733|ENOA_HUMAN,0.9880668257756563
724_sp|P09259|GE_VZVD,0.9950657894736842
725_sp|P43238|ALL12_ARAHY,0.9801980198019802
726_sp|P0DTC5|VME1_SARS2,0.9356435643564356
727_sp|P09259|GE_VZVD,0.96875
728_tr|H7C7G3|H7C7G3_BURPS,0.6195652173913043
729_tr|A0A3B3IU09|A0A3B3IU09_HUMAN,0.6258205689277899
72_sp|P0DTC2|SPIKE_SARS2,0.7567567567567568
730_sp|Q05329|DCE2_HUMAN,0.658493870402802
731_sp|P0CC04|OMCBD_CHLTR,0.99812734082397
732_sp|P23700|OMCB_CHLPN,0.998158379373849
733_sp|P0DTC9|NCAP_SARS2,0.9975429975429976
734_sp|P60201|MYPR_HUMAN,0.7159533073929961
735_sp|P09259|GE_VZVD,0.9901315789473685
736_sp|Q63WH0|ISPH1_BURPS,0.9052287581699346
737_sp|Q63WH0|ISPH1_BURPS,0.7712418300653595
738_sp|Q9QZS0|CO4A3_MOUSE,0.9338993329290479
739_sp|P02749|APOH_HUMAN,0.7538461538461538
73_sp|P0DTC2|SPIKE_SARS2,0.8966613672496025
740_sp|P03277|CAPSH_ADE02,0.9905561385099685
741_sp|Q25619|FAR1_ONCVO,0.5757575757575757
742_tr|Q63MW8|Q63MW8_BURPS,0.9445727482678984
743_tr|A0A7I2PJZ2|A0A7I2PJZ2_HUMAN,0.7637698898408812
744_tr|Q91UM0|Q91UM0_POVJC,0.6135693215339233
745_sp|P09259|GE_VZVD,0.6842105263157895
746_sp|P09259|GE_VZVD,0.9292763157894737
747_sp|P09259|GE_VZVD,0.6480263157894737
748_sp|P09259|GE_VZVD,0.75
749_sp|P09259|GE_VZVD,0.9046052631578947
74_sp|P0DTC2|SPIKE_SARS2,0.8267090620031796
750_sp|P09259|GE_VZVD,0.9917763157894737
751_sp|P01308|INS_HUMAN,0.3076923076923077
752_tr|Q8L5L5|Q8L5L5_ANAOC,0.916988416988417
753_sp|P0DTC2|SPIKE_SARS2,0.7090620031796502
754_sp|P0DTC2|SPIKE_SARS2,0.6804451510333863
755_sp|P0DTC2|SPIKE_SARS2,0.9777424483306836
756_sp|P0DTC2|SPIKE_SARS2,0.9308426073131956
757_sp|P0DTC2|SPIKE_SARS2,0.8441971383147854
758_sp|P0DTC2|SPIKE_SARS2,0.7456279809220986
759_sp|P0DTC2|SPIKE_SARS2,0.9308426073131956
75_sp|P0DTC2|SPIKE_SARS2,0.8910969793322735
760_sp|P06996|OMPC_ECOLI,0.9769452449567724
761_sp|P38948|MPAG1_ALNGL,0.9931972789115646
762_sp|P38948|MPAG1_ALNGL,0.9931972789115646
763_tr|Q63T73|Q63T73_BURPS,0.9876543209876543
764_sp|P02686|MBP_HUMAN,0.9862542955326461
765_sp|P06733|ENOA_HUMAN,0.8719806763285024
766_sp|Q16849|PTPRN_HUMAN,0.9751552795031055
767_sp|Q16849|PTPRN_HUMAN,0.9057971014492754
768_sp|P43238|ALL12_ARAHY,0.7888707037643208
769_sp|P17763|POLG_DEN1W,0.9946698252887178
76_sp|P0DTC2|SPIKE_SARS2,0.6717011128775834
770_sp|P9WMJ9|DNAK_MYCTU,0.9934426229508196
771_sp|P17763|POLG_DEN1W,0.8534201954397393
772_sp|P9WQP3|A85A_MYCTU,0.9968553459119497
773_sp|P0DTC2|SPIKE_SARS2,0.9363564041368337
774_sp|P03314|POLG_YEFV1,0.856301531213192
775_tr|H7C7G3|H7C7G3_BURPS,0.845108695652174
776_sp|P05106|ITB3_HUMAN,0.9388020833333334
777_sp|Q9Q6P4|POLG_WNV9,0.9926793557833089
778_tr|J3QL64|J3QL64_HUMAN,1.0
779_tr|J3QL64|J3QL64_HUMAN,0.948905109489051
77_sp|P0DTC2|SPIKE_SARS2,0.2553870710295292
780_tr|J3QL64|J3QL64_HUMAN,0.9562043795620438
781_sp|P07288|KLK3_HUMAN,0.8623481781376519
782_sp|P16112|PGCA_HUMAN,0.9462151394422311
783_sp|Q7ZAK5|TACY_STRR6,0.8211920529801324
784_tr|A0A7I2PJZ2|A0A7I2PJZ2_HUMAN,0.7135862913096696
785_tr|B6DVW7|B6DVW7_9POLY,0.7766624843161857
786_tr|Q63MW8|Q63MW8_BURPS,0.9561200923787528
787_sp|P40967|PMEL_HUMAN,0.9271317829457364
788_sp|P68694|RP132_VACCC,0.9339130434782609
789_sp|P0DTC9|NCAP_SARS2,0.9826732673267327
78_sp|P59594|SPIKE_SARS,0.9943639291465378
790_sp|P9WIE5|KATG_MYCTU,0.25655172413793104
791_sp|P60201|MYPR_HUMAN,0.7198443579766537
792_sp|Q9QZS0|CO4A3_MOUSE,0.9739235900545785
793_tr|Q63JW5|Q63JW5_BURPS,0.9830097087378641
794_tr|Q63JW5|Q63JW5_BURPS,0.8325242718446602
795_sp|P03314|POLG_YEFV1,0.9920494699646644
796_sp|P0DTC2|SPIKE_SARS2,0.4491255961844197
797_sp|P0DTC2|SPIKE_SARS2,0.7162162162162162
798_sp|P0DTC2|SPIKE_SARS2,0.7694753577106519
799_sp|P0DTC2|SPIKE_SARS2,0.3910969793322735
79_sp|P04958|TETX_CLOTE,0.9930609097918273
7_sp|P03349|GAG_HV1A2,0.9771784232365145
800_sp|P09259|GE_VZVD,0.9490131578947368
801_sp|Q05329|DCE2_HUMAN,0.2707964601769911
802_sp|P17643|TYRP1_HUMAN,0.8467432950191571
803_sp|P09259|GE_VZVD,0.40625
804_sp|P09259|GE_VZVD,0.45723684210526316
805_sp|P09259|GE_VZVD,0.4671052631578947
806_sp|P09259|GE_VZVD,0.6151315789473684
807_sp|P09259|GE_VZVD,0.9210526315789473
808_sp|Q9Q6P4|POLG_WNV9,0.9581259150805271
809_sp|P09259|GE_VZVD,0.9523026315789473
80_sp|P00451|FA8_HUMAN,0.885934819897084
810_sp|P03277|CAPSH_ADE02,0.6107030430220357
811_sp|Q13018|PLA2R_HUMAN,0.9646569646569647
812_sp|Q13018|PLA2R_HUMAN,0.9875259875259875
813_sp|Q13018|PLA2R_HUMAN,0.9722799722799723
814_sp|Q13018|PLA2R_HUMAN,0.9618849618849619
815_sp|P40126|TYRP2_HUMAN,0.8571428571428572
816_tr|F4PYJ3|F4PYJ3_CACFS,1.0
817_sp|P36222|CH3L1_HUMAN,0.9182561307901907
818_sp|Q7K740|CSP_PLAF7,0.9948051948051948
819_sp|P59594|SPIKE_SARS,0.5375909458367016
81_sp|P09259|GE_VZVD,0.26809210526315785
820_sp|P01308|INS_HUMAN,0.3894736842105263
821_sp|P01308|INS_HUMAN,0.3894736842105263
822_sp|P03409|TAX_HTL1A,0.9882352941176471
823_sp|P0DTC2|SPIKE_SARS2,0.7551669316375199
824_sp|P0DTC2|SPIKE_SARS2,0.8282988871224165
825_sp|P0DTC2|SPIKE_SARS2,0.9602543720190779
826_sp|P0DTC2|SPIKE_SARS2,1.0
827_sp|P0DTC2|SPIKE_SARS2,0.9793322734499205
828_sp|P0DTC2|SPIKE_SARS2,0.9960254372019078
829_sp|P0DTC2|SPIKE_SARS2,0.9356120826709062
82_tr|Q9NHU4|Q9NHU4_9TRYP,0.3055555555555556
830_sp|P0DTC2|SPIKE_SARS2,0.8895071542130366
831_tr|A0A3B3IU09|A0A3B3IU09_HUMAN,0.6075388026607539
832_sp|P09259|GE_VZVD,0.8881578947368421
833_sp|P09259|GE_VZVD,0.8207236842105263
834_sp|P09259|GE_VZVD,0.8601973684210527
835_sp|P10230|TEG1_HHV11,0.42105263157894735
836_sp|P60201|MYPR_HUMAN,0.980544747081712
837_sp|P60202|MYPR_MOUSE,0.980544747081712
838_sp|P60201|MYPR_HUMAN,0.5758754863813229
839_sp|P60201|MYPR_HUMAN,0.4552529182879378
83_tr|J3QL64|J3QL64_HUMAN,0.9927536231884058
840_sp|P09259|GE_VZVD,0.9259868421052632
841_tr|A0A3B3IU09|A0A3B3IU09_HUMAN,0.7915742793791574
84_tr|J3QL64|J3QL64_HUMAN,0.9927536231884058
85_tr|J3QL64|J3QL64_HUMAN,0.9927536231884058
86_tr|J3QL64|J3QL64_HUMAN,1.0
87_tr|J3QL64|J3QL64_HUMAN,0.9855072463768116
88_sp|Q05329|DCE2_HUMAN,0.1504424778761062
89_tr|A0A7I2PJZ2|A0A7I2PJZ2_HUMAN,0.8543451652386781
8_sp|P03369|POL_HV1A2,0.9887085391672548
90_sp|P0DTD8|NS7B_SARS2,0.6071428571428572
91_sp|P09259|GE_VZVD,0.2549342105263158
92_sp|P03314|POLG_YEFV1,0.9991160872127284
93_sp|P0DTC2|SPIKE_SARS2,0.9672785315243416
94_tr|A0A3B3IU09|A0A3B3IU09_HUMAN,0.9955555555555555
95_tr|Q63MW8|Q63MW8_BURPS,0.6189376443418013
96_sp|P17763|POLG_DEN1W,0.8637844240450103
97_tr|A0A504XJI7|A0A504XJI7_LEIDO,0.6966767371601208
98_sp|P00451|FA8_HUMAN,0.9970034246575342
99_sp|P11021|BIP_HUMAN,0.3028391167192429
9_sp|Q13641|TPBG_HUMAN,0.49
